image_name,action_high_model_uncertainty,action_high_data_uncertainty,model_uncertainty,data_uncertainty,missed_reasons,excessive_reasons
91287778-1107046f,"[0, 2, 3]",[1],"[1.0, 0.3361774682998657, 1.0, 1.0]","[0.6516637802124023, 0.999987006187439, 0.6516637802124023, 0.6516637802124023]",[0],[1]
92056549-eaf5a2c1,"[0, 1, 3]",[2],"[1.0, 1.0, 0.27171221375465393, 1.0]","[0.6090700626373291, 0.6090700626373291, 0.9925048351287842, 0.6090700626373291]",[1],[2]
92751aa0-0c4b393b,"[0, 2, 3]",[1],"[1.0, 0.265436589717865, 1.0, 1.0]","[0.6042256951332092, 0.9907048940658569, 0.6042256951332092, 0.6042256951332092]",[],[]
92cd118c-fc3ae84d,"[0, 2, 3]",[1],"[1.0, 0.7487238645553589, 1.0, 1.0]","[0.7791396379470825, 0.8909157514572144, 0.7791396379470825, 0.7791396379470825]",[],[]
92ef76c3-9210672f,"[0, 2, 3]",[],"[1.0, 0.06971120089292526, 1.0, 1.0]","[0.3180602788925171, 0.6644350290298462, 0.3180602788925171, 0.3180602788925171]",[],[]
9316895e-ae2d81a4,"[0, 1, 2, 3]","[0, 1, 2, 3]","[1.0, 0.9634529948234558, 1.0, 1.0]","[0.8075344562530518, 0.8222554326057434, 0.8075344562530518, 0.8075344562530518]",[],[]
934d09be-1540b006,"[0, 1, 2, 3]","[0, 1, 2, 3]","[1.0, 1.0, 1.0, 1.0]","[0.8112781047821045, 0.8112781047821045, 0.8112781047821045, 0.8112781047821045]",[1],[]
9366334c-bf9aa9c2,"[0, 1, 3]",[2],"[1.0, 1.0, 0.2404940128326416, 1.0]","[0.5834571123123169, 0.5834571123123169, 0.9810348749160767, 0.5834571123123169]",[1],[2]
937b64fe-900ec05e,"[0, 2, 3]",[1],"[1.0, 0.18035079538822174, 1.0, 1.0]","[0.5207656621932983, 0.9350402355194092, 0.5207656621932983, 0.5207656621932983]",[],[]
938123da-82b7f4b2,"[1, 2]","[0, 3]","[0.1867213249206543, 1.0, 1.0, 0.36368125677108765]","[0.9974050521850586, 0.46568572521209717, 0.46568572521209717, 0.8444656133651733]",[],[3]
93e90baa-1b8c282a,"[1, 3]","[0, 2]","[0.1064436286687851, 1.0, 0.15218587219715118, 1.0]","[0.9984830617904663, 0.3099786639213562, 0.9473533034324646, 0.3099786639213562]",[],[]
940d3f64-5374505f,"[0, 2, 3]",[1],"[1.0, 0.14289619028568268, 1.0, 1.0]","[0.46905624866485596, 0.8813610672950745, 0.46905624866485596, 0.46905624866485596]",[3],[1]
9416fc75-e5d80cf9,"[0, 2]",[],"[1.0, 0.09001649916172028, 1.0, 0.6653627753257751]","[0.36006301641464233, 0.7945911288261414, 0.36006301641464233, 0.47798535227775574]",[],[3]
944f1b04-9a9cd8f4,"[0, 2, 3]",[1],"[1.0, 0.13187938928604126, 1.0, 1.0]","[0.45129483938217163, 0.8601518869400024, 0.45129483938217163, 0.45129483938217163]",[0],[1]
9479bf52-33e3be21,"[1, 3]","[0, 2]","[0.5404253602027893, 1.0, 0.3176479935646057, 1.0]","[0.8333098888397217, 0.5917502045631409, 0.9927247166633606, 0.5917502045631409]",[],[]
949ac918-0b346a76,"[0, 2, 3]",[],"[1.0, 0.10534604638814926, 1.0, 1.0]","[0.4023478031158447, 0.7952790260314941, 0.4023478031158447, 0.4023478031158447]",[],[]
94ad7270-289d9acb,"[1, 3]","[0, 2]","[0.29047706723213196, 1.0, 0.36231911182403564, 1.0]","[0.98131263256073, 0.5348331928253174, 0.9214084148406982, 0.5348331928253174]",[3],[]
951d7834-ef71ae78,"[1, 3]","[0, 2]","[0.5968027710914612, 1.0, 0.5964545011520386, 1.0]","[0.8966838121414185, 0.6948142647743225, 0.8968908786773682, 0.6948142647743225]",[],[]
9575d501-74ce64d3,[0],[1],"[1.0, 0.134165421128273, 0.31767261028289795, 0.310862272977829]","[0.3564649820327759, 0.9999741315841675, 0.7461091876029968, 0.7548140287399292]",[0],"[1, 2, 3]"
95d55c40-8d327d12,"[1, 2, 3]",[0],"[0.2669515609741211, 1.0, 1.0, 1.0]","[0.9911607503890991, 0.6054083108901978, 0.6054083108901978, 0.6054083108901978]",[1],[0]
95d8da14-adca3db5,"[1, 3]","[0, 2]","[0.30984577536582947, 1.0, 0.36240121722221375, 1.0]","[0.9732952117919922, 0.5441447496414185, 0.9299777150154114, 0.5441447496414185]",[3],[2]
96560f48-096e1ba9,"[0, 2, 3]",[1],"[1.0, 0.16130097210407257, 1.0, 1.0]","[0.4959837794303894, 0.9108936190605164, 0.4959837794303894, 0.4959837794303894]",[],[]
96924352-9d112eee,"[0, 2, 3]",[1],"[1.0, 0.11215061694383621, 1.0, 1.0]","[0.41583168506622314, 0.8140401244163513, 0.41583168506622314, 0.41583168506622314]",[2],[]
96c628be-830e2590,"[0, 2, 3]",[],"[1.0, 0.0939231663942337, 1.0, 1.0]","[0.3780324161052704, 0.7598543167114258, 0.3780324161052704, 0.3780324161052704]",[3],[]
9749f4fd-f02114a9,"[0, 2, 3]",[],"[1.0, 0.0844605341553688, 1.0, 1.0]","[0.356092631816864, 0.7262239456176758, 0.356092631816864, 0.356092631816864]",[],[]
97592598-98167802,[2],"[0, 3]","[0.4126723110675812, 0.4516395628452301, 1.0, 0.25325486063957214]","[0.8156688213348389, 0.7797131538391113, 0.48253899812698364, 0.9774941802024841]",[],[1]
97760d1d-2be198b5,"[1, 3]",[0],"[0.044598132371902466, 1.0, 0.17965920269489288, 1.0]","[0.8149021863937378, 0.2109040915966034, 0.6921911835670471, 0.2109040915966034]","[1, 3]","[0, 2]"
97838215-ebc1ef8c,"[0, 2, 3]",[1],"[1.0, 0.21257445216178894, 1.0, 1.0]","[0.5568860173225403, 0.9644088745117188, 0.5568860173225403, 0.5568860173225403]",[],[]
97a3ce7b-67263caa,"[1, 3]","[0, 2]","[0.08095353096723557, 1.0, 0.1189039871096611, 1.0]","[0.9947398900985718, 0.26003456115722656, 0.9502620697021484, 0.26003456115722656]",[3],[]
97cf6ac8-a62e35b2,[0],[2],"[1.0, 0.6566447615623474, 0.17717915773391724, 0.4178544580936432]","[0.4519541263580322, 0.5951651334762573, 0.9965696334838867, 0.7720814943313599]",[],[2]
980e11ba-9c9cb542,"[1, 3]",[2],"[0.49594488739967346, 1.0, 0.16209477186203003, 1.0]","[0.7178322076797485, 0.4631931781768799, 0.967529296875, 0.4631931781768799]",[1],"[0, 2]"
9819c21c-1e43d619,"[0, 2, 3]",[1],"[1.0, 0.2870887517929077, 1.0, 1.0]","[0.6203593015670776, 0.9959886074066162, 0.6203593015670776, 0.6203593015670776]",[],[]
987dd552-04666b9b,"[0, 2, 3]",[],"[1.0, 0.10365084558725357, 1.0, 1.0]","[0.3988771438598633, 0.7903459072113037, 0.3988771438598633, 0.3988771438598633]",[],[]
98ad9f48-e479153d,"[0, 2, 3]",[1],"[1.0, 0.11711052060127258, 1.0, 1.0]","[0.4252323508262634, 0.826729953289032, 0.4252323508262634, 0.4252323508262634]",[],[]
98f94b41-c60beae7,"[0, 2, 3]",[1],"[1.0, 0.4731247127056122, 1.0, 1.0]","[0.7129518985748291, 0.9782160520553589, 0.7129518985748291, 0.7129518985748291]",[2],[1]
99131a21-9da9c26b,"[0, 2, 3]",[1],"[1.0, 0.6956622004508972, 1.0, 1.0]","[0.7698224782943726, 0.908615231513977, 0.7698224782943726, 0.7698224782943726]","[0, 3]",[1]
9936664c-3d7cd6d3,"[0, 2, 3]",[1],"[1.0, 0.13355609774589539, 1.0, 1.0]","[0.45408520102500916, 0.8635706901550293, 0.45408520102500916, 0.45408520102500916]",[],[]
9949449e-04fe7a4b,"[0, 3]","[1, 2]","[1.0, 0.20187677443027496, 0.10489428043365479, 1.0]","[0.3300360441207886, 0.881841778755188, 0.9822640419006348, 0.3300360441207886]",[0],"[1, 2]"
995a271a-6d66bda0,"[1, 3]","[0, 2]","[0.16076667606830597, 1.0, 0.15651147067546844, 1.0]","[0.9840395450592041, 0.36010727286338806, 0.9886410236358643, 0.36010727286338806]",[],[2]
99869f9a-dda02d32,"[1, 3]",[2],"[0.42420655488967896, 1.0, 0.13803276419639587, 1.0]","[0.7282508015632629, 0.4236299395561218, 0.9548517465591431, 0.4236299395561218]",[1],"[0, 2]"
99942588-b913a52b,"[0, 2, 3]",[1],"[1.0, 0.12602901458740234, 1.0, 1.0]","[0.44129836559295654, 0.8476465940475464, 0.44129836559295654, 0.44129836559295654]",[],[]
99bd2218-388c809f,"[1, 3]",[2],"[0.6569118499755859, 1.0, 0.11665945500135422, 1.0]","[0.5459956526756287, 0.41156667470932007, 0.8703123331069946, 0.41156667470932007]",[1],[0]
99c4f2d5-0a865f2c,"[1, 3]","[0, 2]","[0.157978817820549, 1.0, 0.18963472545146942, 1.0]","[0.9965283870697021, 0.3788943886756897, 0.9632658958435059, 0.3788943886756897]",[3],[2]
99fda8cc-58adc5bb,"[0, 2, 3]",[1],"[1.0, 0.19597597420215607, 1.0, 1.0]","[0.5391014814376831, 0.9508627653121948, 0.5391014814376831, 0.5391014814376831]",[],[]
9a15a41d-dce988e9,"[0, 3]",[2],"[1.0, 0.3930850923061371, 0.1658707559108734, 1.0]","[0.45158374309539795, 0.7960633039474487, 0.985725998878479, 0.45158374309539795]",[],[]
9a2b6952-5cdcbe34,"[0, 2, 3]",[],"[1.0, 0.050331853330135345, 1.0, 1.0]","[0.2591356039047241, 0.560684323310852, 0.2591356039047241, 0.2591356039047241]",[],[]
9a33b7f2-7b74891a,"[0, 1, 2, 3]","[0, 1, 2, 3]","[1.0, 1.0, 1.0, 1.0]","[0.8112781047821045, 0.8112781047821045, 0.8112781047821045, 0.8112781047821045]",[0],[]
9a33b7f2-98e9eece,"[0, 2, 3]",[1],"[1.0, 0.12386041134595871, 1.0, 1.0]","[0.4374864995479584, 0.8427737951278687, 0.4374864995479584, 0.4374864995479584]",[],[]
9a4568da-0d3d7e88,"[0, 3]",[2],"[1.0, 0.4763988256454468, 0.19117172062397003, 1.0]","[0.49135512113571167, 0.7691614031791687, 0.9893584251403809, 0.49135512113571167]",[0],"[1, 2]"
9a45b431-845c77d0,"[0, 1, 3]",[2],"[1.0, 1.0, 0.20088988542556763, 1.0]","[0.5445379018783569, 0.5445379018783569, 0.9551979303359985, 0.5445379018783569]",[0],[2]
9a9e4916-cf5a26f4,"[0, 2]","[1, 3]","[1.0, 0.20737504959106445, 1.0, 0.21867279708385468]","[0.42893514037132263, 0.9829027652740479, 0.42893514037132263, 0.9717130661010742]",[0],"[1, 3]"
9aab765c-1713e6eb,"[0, 3]","[1, 2]","[1.0, 0.28050756454467773, 0.2570588290691376, 1.0]","[0.4870012700557709, 0.9559251070022583, 0.9772473573684692, 0.4870012700557709]","[0, 3]",[1]
9acda02a-87cdc5d7,"[0, 3]","[1, 2]","[1.0, 0.466298907995224, 0.2658853828907013, 1.0]","[0.5477415919303894, 0.8432818651199341, 0.9983015656471252, 0.5477415919303894]",[0],"[1, 2]"
9ad1abc4-bed868c6,"[0, 3]","[1, 2]","[1.0, 0.21137884259223938, 0.17714110016822815, 1.0]","[0.40499579906463623, 0.9596209526062012, 0.9944422245025635, 0.40499579906463623]",[],[2]
9af44b54-7aae6c7d,"[1, 3]","[0, 2]","[0.29893064498901367, 1.0, 0.24839358031749725, 1.0]","[0.9401434659957886, 0.4899142384529114, 0.985653281211853, 0.4899142384529114]",[3],[2]
9b970e47-ce2187d4,"[1, 3]","[0, 2]","[0.15069793164730072, 1.0, 0.23845888674259186, 1.0]","[0.9991428256034851, 0.3949003219604492, 0.9117007851600647, 0.3949003219604492]",[1],"[0, 2]"
9bbe0115-e0b6d47e,"[0, 2]","[1, 3]","[1.0, 0.5395523309707642, 1.0, 0.44481679797172546]","[0.6435443758964539, 0.8858376741409302, 0.6435443758964539, 0.9494766592979431]",[],[3]
9bdb3192-686d9ec9,[1],"[0, 2]","[0.12541362643241882, 1.0, 0.18840892612934113, 0.22491700947284698]","[0.9840444326400757, 0.30065956711769104, 0.8600627183914185, 0.7907097339630127]",[],[3]
9c2a17dc-864bedad,"[1, 3]","[0, 2]","[0.19123974442481995, 1.0, 0.28272294998168945, 1.0]","[0.999409556388855, 0.446025013923645, 0.913422703742981, 0.446025013923645]",[1],"[0, 2]"
9c480ba7-22727659,"[1, 2]","[0, 3]","[0.12818187475204468, 1.0, 1.0, 0.13232387602329254]","[0.9926072359085083, 0.317876398563385, 0.317876398563385, 0.9879093170166016]",[],[3]
9c59583c-1e06d5fd,"[0, 1, 2]",[3],"[0.8247727155685425, 0.8054789900779724, 1.0, 0.24522076547145844]","[0.636638879776001, 0.6457440853118896, 0.5649820566177368, 0.995043158531189]",[],"[1, 3]"
9c60130a-2842dfca,"[0, 2, 3]",[1],"[1.0, 0.13976506888866425, 1.0, 1.0]","[0.46414268016815186, 0.8756262063980103, 0.46414268016815186, 0.46414268016815186]",[],[]
9c84f94c-b88df989,"[0, 1, 2, 3]","[0, 1, 2, 3]","[1.0, 1.0, 1.0, 1.0]","[0.8112781047821045, 0.8112781047821045, 0.8112781047821045, 0.8112781047821045]",[1],[]
9c8c1cb6-409b4dce,"[0, 2, 3]",[],"[1.0, 0.10163412988185883, 1.0, 1.0]","[0.39468762278556824, 0.7843356728553772, 0.39468762278556824, 0.39468762278556824]",[],[]
9cd9feae-929f0d6f,"[0, 1, 2]",[3],"[1.0, 1.0, 1.0, 0.2327125519514084]","[0.5764337778091431, 0.5764337778091431, 0.5764337778091431, 0.9770845770835876]",[],[]
9d4407f4-34554f22,"[0, 2, 3]",[1],"[1.0, 0.4766833484172821, 1.0, 1.0]","[0.7141852378845215, 0.9772887229919434, 0.7141852378845215, 0.7141852378845215]",[],[]
9d665bdb-7d41741a,"[0, 2, 3]",[1],"[1.0, 0.2556830048561096, 1.0, 1.0]","[0.5964035391807556, 0.9874269366264343, 0.5964035391807556, 0.5964035391807556]","[0, 3]",[1]
9da1aebb-226c9e27,"[0, 3]",[1],"[1.0, 0.17877118289470673, 0.6700007915496826, 1.0]","[0.5000849962234497, 0.9610732793807983, 0.6444101333618164, 0.5000849962234497]",[],[2]
9da1aebb-3eb3b7ec,"[1, 2]","[0, 3]","[0.4844524562358856, 1.0, 1.0, 0.22855675220489502]","[0.8025859594345093, 0.525007426738739, 0.525007426738739, 0.9990196228027344]",[1],"[0, 3]"
9dbebe42-2a22cb5d,"[0, 2, 3]",[1],"[1.0, 0.5106053352355957, 1.0, 1.0]","[0.7252665758132935, 0.9679341316223145, 0.7252665758132935, 0.7252665758132935]",[0],[1]
9df859c5-223b2923,"[0, 1, 2]",[3],"[1.0, 1.0, 1.0, 0.3104231059551239]","[0.6360656023025513, 0.6360656023025513, 0.6360656023025513, 0.9990862011909485]",[1],[3]
9e2f454b-29708a40,[1],"[0, 2]","[0.10048570483922958, 1.0, 0.1412205696105957, 0.5740494728088379]","[0.999969482421875, 0.2888109087944031, 0.9410848617553711, 0.4300704002380371]",[],"[2, 3]"
9e365181-7bef11c4,"[0, 3]",[2],"[1.0, 0.6119908690452576, 0.16917641460895538, 1.0]","[0.4839266538619995, 0.6604203581809998, 0.9585517644882202, 0.4839266538619995]",[3],[]
9e7a3956-ef60caa0,"[0, 2, 3]",[1],"[1.0, 0.153775155544281, 1.0, 1.0]","[0.4853581190109253, 0.899632453918457, 0.4853581190109253, 0.4853581190109253]",[],[]
9e87dbe5-91ce1d91,"[1, 3]","[0, 2]","[0.129234179854393, 1.0, 0.1138630285859108, 1.0]","[0.9804171323776245, 0.30312925577163696, 0.9980795383453369, 0.30312925577163696]",[],[2]
9e8bb853-394bc81e,"[0, 2]",[1],"[1.0, 0.15896856784820557, 1.0, 0.4329349398612976]","[0.4507806897163391, 0.9746655225753784, 0.4507806897163391, 0.756313681602478]",[],[3]
9efebf4f-c9cb1819,"[0, 2]",[1],"[1.0, 0.07779265940189362, 1.0, 0.4090627431869507]","[0.3186725676059723, 0.8220698833465576, 0.3186725676059723, 0.5876667499542236]",[],[3]
9f09c4ee-b09fd242,"[0, 2, 3]",[1],"[1.0, 0.11347696930170059, 1.0, 1.0]","[0.4183797538280487, 0.8175119161605835, 0.4183797538280487, 0.4183797538280487]",[],[]
9f3892dc-d5b5b3c6,"[0, 2, 3]",[1],"[1.0, 0.13503068685531616, 1.0, 1.0]","[0.45651257038116455, 0.8665187954902649, 0.45651257038116455, 0.45651257038116455]",[3],[]
9f9f4c3d-0dcf146f,"[1, 2, 3]",[0],"[0.4459248483181, 1.0, 1.0, 1.0]","[0.9848883152008057, 0.7030327916145325, 0.7030327916145325, 0.7030327916145325]",[],[]
9fdb240a-2878224c,"[0, 2, 3]",[1],"[1.0, 0.13726623356342316, 1.0, 0.9494161605834961]","[0.4585331976413727, 0.8755121827125549, 0.4585331976413727, 0.47492802143096924]",[],[3]
9ffedf7c-a202b816,"[0, 2]","[1, 3]","[1.0, 0.2586505115032196, 1.0, 0.3343508541584015]","[0.5086132884025574, 0.9883381128311157, 0.5086132884025574, 0.9225821495056152]",[],[]
a01ff535-b993b4e6,"[1, 3]","[0, 2]","[0.1865990161895752, 1.0, 0.17660650610923767, 1.0]","[0.977312445640564, 0.3907903730869293, 0.9877166748046875, 0.3907903730869293]",[1],"[0, 2]"
a02e0f00-793a292f,"[0, 2]",[3],"[1.0, 0.3569695055484772, 1.0, 0.10975874215364456]","[0.3728972375392914, 0.7246382236480713, 0.3728972375392914, 0.9296317100524902]",[],[]
a0667533-d60d74ef,"[0, 1, 2]",[3],"[1.0, 1.0, 1.0, 0.49318867921829224]","[0.7197251319885254, 0.7197251319885254, 0.7197251319885254, 0.9728462100028992]",[0],[3]
a098de70-f0ee0ac8,"[1, 3]","[0, 2]","[0.13323082029819489, 1.0, 0.14883413910865784, 1.0]","[0.995963454246521, 0.33389973640441895, 0.9786112308502197, 0.33389973640441895]",[],[]
a0be3324-76212eb8,"[0, 1, 2, 3]","[0, 1, 2, 3]","[1.0, 1.0, 1.0, 1.0]","[0.8112781047821045, 0.8112781047821045, 0.8112781047821045, 0.8112781047821045]",[3],[]
a0f7de25-a5b1ff4e,"[0, 2]","[1, 3]","[1.0, 0.4432666599750519, 1.0, 0.30281317234039307]","[0.5637234449386597, 0.8794189095497131, 0.5637234449386597, 0.9884868860244751]",[0],"[1, 3]"
a0f99bf5-73754c0c,"[0, 3]","[1, 2]","[1.0, 0.2404291033744812, 0.14194683730602264, 1.0]","[0.3869660496711731, 0.8988552093505859, 0.9967522621154785, 0.3869660496711731]",[],[2]
a10582c9-b91592a4,"[0, 2, 3]",[],"[1.0, 0.07277712225914001, 1.0, 1.0]","[0.32639235258102417, 0.6783353090286255, 0.32639235258102417, 0.32639235258102417]",[],[]
a110f1cd-30064b30,"[0, 2]","[1, 3]","[1.0, 0.25008004903793335, 1.0, 0.2821761965751648]","[0.4840080738067627, 0.9810035228729248, 0.4840080738067627, 0.9517220258712769]",[],[3]
a118a629-d2f452d1,"[1, 3]","[0, 2]","[0.2591208517551422, 1.0, 0.35162147879600525, 1.0]","[0.9907448291778564, 0.5145230889320374, 0.9115960597991943, 0.5145230889320374]","[1, 3]",[0]
a1831070-c69e2219,"[0, 2, 3]",[],"[1.0, 0.08961530774831772, 1.0, 1.0]","[0.3682606518268585, 0.7450652122497559, 0.3682606518268585, 0.3682606518268585]",[],[]
a1a59bd7-55f7fe39,"[0, 3]","[1, 2]","[1.0, 0.11110559105873108, 0.16674011945724487, 1.0]","[0.3227872848510742, 0.9974864721298218, 0.9365712404251099, 0.3227872848510742]",[],[]
a242bef8-78263150,"[0, 2, 3]",[],"[1.0, 0.09711400419473648, 1.0, 1.0]","[0.3850502669811249, 0.7702829241752625, 0.3850502669811249, 0.3850502669811249]",[3],[]
a2aa6cd5-28552a38,"[0, 2]","[1, 3]","[1.0, 0.1208554282784462, 1.0, 0.2994648814201355]","[0.3786894381046295, 0.9662055373191833, 0.3786894381046295, 0.8037272691726685]",[0],"[1, 3]"
a2b5e212-b992d253,"[0, 2, 3]",[],"[1.0, 0.07716093212366104, 1.0, 1.0]","[0.33790287375450134, 0.6972072124481201, 0.33790287375450134, 0.33790287375450134]",[],[]
a32543af-de618d0a,"[1, 2]","[0, 3]","[0.16752608120441437, 1.0, 1.0, 0.20225398242473602]","[0.9958834648132324, 0.39308810234069824, 0.39308810234069824, 0.960048496723175]",[2],[]
a32543af-fbb30bc9,"[0, 2]","[1, 3]","[1.0, 0.09678870439529419, 1.0, 0.19431744515895844]","[0.31628796458244324, 0.9759029150009155, 0.31628796458244324, 0.8743875026702881]",[0],"[1, 3]"
a350556f-36537a77,[1],[2],"[0.402081698179245, 1.0, 0.16219152510166168, 0.5694586038589478]","[0.7564936876296997, 0.4285859167575836, 0.99527907371521, 0.6195709109306335]",[],[2]
a3649dd3-2c76e3ff,"[0, 2]",[1],"[1.0, 0.10206972062587738, 1.0, 0.35245755314826965]","[0.35966771841049194, 0.9154737591743469, 0.35966771841049194, 0.709503173828125]",[],[3]
a38b2f7f-c2f6557d,"[0, 2, 3]",[],"[1.0, 0.05742250010371208, 1.0, 1.0]","[0.28206580877304077, 0.6021608114242554, 0.28206580877304077, 0.28206580877304077]",[],[]
a3b51b78-d5e379c3,"[0, 2, 3]",[1],"[1.0, 0.2766976058483124, 1.0, 1.0]","[0.6128182411193848, 0.9937734603881836, 0.6128182411193848, 0.6128182411193848]",[3],[]
a409cd9a-f3767372,"[0, 1, 2, 3]","[0, 1, 2, 3]","[1.0, 1.0, 1.0, 1.0]","[0.8112781047821045, 0.8112781047821045, 0.8112781047821045, 0.8112781047821045]",[0],[]
a4176f72-1a4a1418,"[0, 2, 3]",[1],"[1.0, 0.2224428951740265, 0.8151444792747498, 1.0]","[0.5560513138771057, 0.9804395437240601, 0.6315783858299255, 0.5560513138771057]",[3],[2]
a433a697-32222718,"[1, 3]",[0],"[0.1453685462474823, 1.0, 0.5074949264526367, 1.0]","[0.9475172758102417, 0.44367146492004395, 0.683602511882782, 0.44367146492004395]",[],[]
a45edd7c-22fb60e8,"[0, 2, 3]",[1],"[1.0, 0.1141175702214241, 1.0, 1.0]","[0.4196013808250427, 0.8191680312156677, 0.4196013808250427, 0.4196013808250427]",[0],[1]
a46594c1-0f46b877,"[0, 2]",[],"[1.0, 0.0642034262418747, 1.0, 0.5671625733375549]","[0.29361653327941895, 0.710981011390686, 0.29361653327941895, 0.4403730034828186]",[],[3]
a46fbbf1-da3f955d,"[1, 3]",[0],"[0.15101727843284607, 1.0, 0.6842617988586426, 1.0]","[0.9279296398162842, 0.46637487411499023, 0.5970243215560913, 0.46637487411499023]",[],[]
a47b7bb0-b934f492,"[2, 3]","[0, 1]","[0.6932483911514282, 0.5337238311767578, 1.0, 1.0]","[0.8433836698532104, 0.936231255531311, 0.6974954009056091, 0.6974954009056091]",[],"[0, 1]"
a4b35e35-ed756e6d,[1],[0],"[0.12499502301216125, 1.0, 0.49915480613708496, 0.4567472040653229]","[0.9670823812484741, 0.3871943950653076, 0.6144533157348633, 0.6483556628227234]",[1],"[0, 3]"
a4d84888-05a246d8,"[1, 2, 3]",[0],"[0.17536862194538116, 1.0, 1.0, 1.0]","[0.929280161857605, 0.514557957649231, 0.514557957649231, 0.514557957649231]",[3],[0]
a4eac5f9-32c9fc5e,[],[3],"[0.6008867621421814, 0.6504741907119751, 0.3921668827533722, 0.12336037307977676]","[0.5296241641044617, 0.502734899520874, 0.6887649297714233, 0.97906893491745]",[],"[0, 2, 3]"
a51551fb-baea211e,"[0, 2]","[1, 3]","[1.0, 0.2627035081386566, 1.0, 0.3108867108821869]","[0.5024015307426453, 0.9823125004768372, 0.5024015307426453, 0.9397246837615967]",[0],"[1, 3]"
a53716c8-0eb447ac,[1],"[0, 2]","[0.1299886703491211, 1.0, 0.25989386439323425, 0.43316563963890076]","[0.9990576505661011, 0.3559302091598511, 0.8254132270812988, 0.6233559250831604]",[1],"[0, 2]"
a59deda6-dc352484,"[0, 1, 3]",[2],"[1.0, 1.0, 0.27226635813713074, 1.0]","[0.6094910502433777, 0.6094910502433777, 0.9926527738571167, 0.6094910502433777]",[1],[2]
a5a31acc-04315ff3,"[0, 2, 3]",[],"[1.0, 0.0783192366361618, 1.0, 1.0]","[0.34086841344833374, 0.7020060420036316, 0.34086841344833374, 0.34086841344833374]",[],[]
a5c75731-9b118b20,"[0, 3]","[1, 2]","[1.0, 0.3564129173755646, 0.25888270139694214, 1.0]","[0.5158756971359253, 0.9083284735679626, 0.9914469122886658, 0.5158756971359253]",[3],[]
a5e2b88a-37d3d293,"[0, 3]",[1],"[1.0, 0.146153062582016, 0.714439868927002, 0.9878292083740234]","[0.46108895540237427, 0.9177061319351196, 0.574999988079071, 0.4649342894554138]",[],"[2, 3]"
a60b499b-935ae1f9,"[0, 2, 3]",[1],"[1.0, 0.16377612948417664, 1.0, 1.0]","[0.4993695914745331, 0.9143704175949097, 0.4993695914745331, 0.4993695914745331]",[],[]
a6208698-d0599b49,"[1, 3]",[2],"[0.2345413863658905, 1.0, 0.08249182254076004, 1.0]","[0.7813006639480591, 0.3047565817832947, 0.9254615902900696, 0.3047565817832947]",[],[2]
a629e303-b74505be,"[0, 3]",[1],"[1.0, 0.18581236898899078, 0.5581438541412354, 1.0]","[0.49692416191101074, 0.9782160520553589, 0.712446391582489, 0.49692416191101074]",[],[1]
a63b6f18-f4b64363,"[1, 3]","[0, 2]","[0.2028157114982605, 1.0, 0.16348861157894135, 1.0]","[0.9565476179122925, 0.390244722366333, 0.9971907138824463, 0.390244722366333]",[],[]
a656ed76-8e8a5512,"[0, 2]",[1],"[1.0, 0.04887862503528595, 1.0, 0.18919813632965088]","[0.22384759783744812, 0.8306342363357544, 0.22384759783744812, 0.7025293707847595]",[],[3]
a65ac538-30463bfe,"[1, 3]","[0, 2]","[0.2303178757429123, 1.0, 0.1721966713666916, 1.0]","[0.9404845237731934, 0.41026806831359863, 0.998603343963623, 0.41026806831359863]",[],[2]
a68885a4-0972e57a,"[1, 3]","[0, 2]","[0.10253394395112991, 1.0, 0.08459445834159851, 1.0]","[0.9784092903137207, 0.25327834486961365, 0.9999939203262329, 0.25327834486961365]",[],[]
a6b9fea6-b8552d6e,"[0, 1, 2, 3]","[0, 1, 2, 3]","[1.0, 1.0, 1.0, 1.0]","[0.8112781047821045, 0.8112781047821045, 0.8112781047821045, 0.8112781047821045]",[1],[]
